-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1985 through 03/31/2024 
Location: Latitude  21.036   Longitude 105.7817 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 87.73 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,PRECTOTCORR,QV2M,PS,WS10M
1985,1,1,16.52,0.43,9.58,100.77,2.41
1985,1,2,18.64,0.55,10.8,100.72,2.64
1985,1,3,20.19,0.84,11.78,100.66,3.81
1985,1,4,14.82,0.31,7.87,101.09,3.66
1985,1,5,13.51,0.19,6.65,101.1,2.59
1985,1,6,16.37,0.94,9.46,100.68,2.65
1985,1,7,16.14,0.24,8.91,100.84,3.43
1985,1,8,11.44,0.16,5.49,101.18,3.41
1985,1,9,12.48,0.05,5.86,101.15,2.78
1985,1,10,12.3,0.0,4.64,101.13,3.06
1985,1,11,12.26,1.04,7.02,100.61,2.34
1985,1,12,12.74,3.76,7.45,100.84,2.73
1985,1,13,11.94,1.09,5.68,101.37,3.2
1985,1,14,12.5,0.03,5.43,101.27,2.34
1985,1,15,13.72,0.47,7.02,100.94,1.95
1985,1,16,16.15,0.9,9.4,100.66,2.3
1985,1,17,17.88,0.01,10.38,100.65,2.83
1985,1,18,16.67,0.0,7.69,100.98,1.96
1985,1,19,17.32,0.01,8.36,100.84,2.45
1985,1,20,17.89,0.0,9.77,100.82,2.84
1985,1,21,19.09,0.0,10.01,100.57,3.24
1985,1,22,20.13,0.0,10.5,100.43,3.01
1985,1,23,21.38,0.25,11.9,100.47,3.57
1985,1,24,20.18,6.19,11.47,100.59,4.7
1985,1,25,11.76,4.03,6.41,101.14,4.3
1985,1,26,14.58,0.01,7.57,100.93,2.25
1985,1,27,16.11,0.61,9.28,100.96,2.57
1985,1,28,17.01,3.14,9.64,100.91,2.83
1985,1,29,11.91,1.27,6.35,101.37,4.45
1985,1,30,13.07,0.01,5.37,101.3,3.09
1985,1,31,15.54,0.24,7.75,100.83,2.37
1985,2,1,15.89,0.19,8.73,100.8,2.68
1985,2,2,17.01,0.04,8.48,100.68,2.53
1985,2,3,19.81,0.07,10.68,100.08,4.01
1985,2,4,22.58,1.21,12.15,99.61,3.35
1985,2,5,23.51,0.2,13.24,99.31,3.2
1985,2,6,24.47,0.02,10.68,99.41,1.88
1985,2,7,25.13,0.15,10.5,99.36,2.09
1985,2,8,24.65,0.0,9.28,99.24,2.28
1985,2,9,22.96,0.16,11.05,99.53,2.91
1985,2,10,20.99,1.07,10.62,99.89,3.45
1985,2,11,22.34,0.39,12.27,99.89,2.7
1985,2,12,20.84,0.27,11.05,100.02,3.85
1985,2,13,20.32,0.41,10.99,100.2,3.19
1985,2,14,21.65,0.24,12.27,99.96,3.89
1985,2,15,25.48,1.17,13.73,99.56,3.35
1985,2,16,24.4,6.44,15.01,99.64,3.17
1985,2,17,24.24,16.91,15.5,99.71,2.92
1985,2,18,19.65,0.61,11.35,99.86,4.05
1985,2,19,19.75,1.01,11.35,99.88,3.46
1985,2,20,16.0,0.44,7.57,100.32,4.65
1985,2,21,16.0,0.03,7.87,100.49,3.07
1985,2,22,14.24,0.2,6.04,100.77,4.23
1985,2,23,13.24,0.5,6.16,100.77,3.11
1985,2,24,15.37,0.68,8.61,100.64,2.2
1985,2,25,18.88,0.62,10.68,100.32,2.7
1985,2,26,16.87,0.87,8.79,100.36,3.63
1985,2,27,15.94,0.47,8.42,100.5,3.08
1985,2,28,18.89,0.58,10.5,100.18,3.2
1985,3,1,24.18,0.73,13.73,99.76,5.08
1985,3,2,25.55,1.67,12.15,99.59,2.54
1985,3,3,24.25,0.31,13.55,99.98,3.79
1985,3,4,19.2,0.14,9.34,100.73,4.02
1985,3,5,18.26,0.03,7.81,100.89,3.81
1985,3,6,20.51,2.2,10.62,100.38,4.27
1985,3,7,23.67,0.83,13.37,100.23,5.54
1985,3,8,24.62,4.85,14.16,100.4,4.82
1985,3,9,17.78,0.96,8.42,100.98,4.94
1985,3,10,19.16,4.05,10.44,100.72,3.0
1985,3,11,14.83,0.08,6.71,101.34,4.8
1985,3,12,14.13,0.2,6.29,101.08,2.88
1985,3,13,15.46,0.0,7.08,101.06,3.11
1985,3,14,14.51,0.02,5.98,101.34,3.65
1985,3,15,15.65,0.01,5.98,101.42,3.34
1985,3,16,16.82,0.01,6.9,101.12,3.07
1985,3,17,16.88,0.55,8.36,100.78,3.04
1985,3,18,18.37,0.93,9.28,100.73,3.15
1985,3,19,17.52,2.14,9.58,100.68,2.78
1985,3,20,19.49,2.44,10.44,100.68,3.42
1985,3,21,17.26,2.12,8.91,100.83,2.93
1985,3,22,18.4,0.02,8.42,100.59,2.89
1985,3,23,21.12,0.64,11.23,100.19,3.92
1985,3,24,23.76,1.91,13.92,100.04,5.28
1985,3,25,25.2,2.73,15.01,100.11,4.67
1985,3,26,25.73,2.48,15.32,99.83,3.98
1985,3,27,29.01,0.03,13.61,99.28,2.28
1985,3,28,29.91,1.35,12.02,99.28,2.2
1985,3,29,23.51,8.86,12.45,100.12,5.07
1985,3,30,16.75,1.7,7.81,100.91,5.12
1985,3,31,16.37,0.22,7.02,101.11,3.23
1985,4,1,17.91,1.88,9.28,100.88,2.72
1985,4,2,21.3,1.4,11.23,100.34,3.23
1985,4,3,20.64,0.02,9.58,100.46,3.53
1985,4,4,22.17,0.01,10.56,100.24,3.35
1985,4,5,24.92,0.31,13.49,99.96,4.95
1985,4,6,27.33,0.12,14.4,99.72,3.02
1985,4,7,26.27,0.41,14.59,99.51,3.9
1985,4,8,25.42,6.18,15.75,99.15,4.05
1985,4,9,29.49,0.41,14.34,98.97,2.91
1985,4,10,30.5,0.13,12.76,99.1,2.09
1985,4,11,28.34,6.07,16.24,99.35,3.62
1985,4,12,27.46,20.08,17.21,99.24,3.22
1985,4,13,22.37,1.0,13.18,99.63,4.18
1985,4,14,19.62,0.87,10.68,100.12,3.27
1985,4,15,21.6,0.07,11.47,100.38,2.33
1985,4,16,23.76,0.0,11.35,100.44,2.23
1985,4,17,24.2,0.05,12.21,100.16,2.7
1985,4,18,25.18,0.82,13.85,99.83,3.65
1985,4,19,26.28,0.4,14.83,99.72,3.93
1985,4,20,27.18,0.05,14.59,99.99,3.48
1985,4,21,27.01,0.34,13.98,99.96,2.75
1985,4,22,26.89,1.87,13.61,99.79,2.33
1985,4,23,27.45,0.01,13.06,99.68,3.11
1985,4,24,25.22,0.18,14.22,99.68,4.34
1985,4,25,28.74,0.77,16.05,99.58,4.68
1985,4,26,22.52,0.69,10.31,100.41,5.88
1985,4,27,22.93,0.0,8.36,100.34,2.98
1985,4,28,24.68,0.0,10.44,100.18,2.66
1985,4,29,25.63,0.02,13.24,99.94,2.7
1985,4,30,26.99,0.58,14.16,99.67,3.57
1985,5,1,27.08,1.22,14.71,99.49,3.66
1985,5,2,28.9,0.02,14.71,99.31,3.7
1985,5,3,31.07,0.0,14.65,99.14,4.09
1985,5,4,33.69,0.0,13.55,98.91,3.45
1985,5,5,34.32,0.0,12.88,99.07,3.15
1985,5,6,33.9,0.0,14.34,99.48,3.27
1985,5,7,29.44,0.0,15.93,99.96,3.75
1985,5,8,29.83,0.0,14.77,99.99,3.67
1985,5,9,30.51,0.0,14.16,99.92,4.22
1985,5,10,30.44,0.01,14.4,99.84,4.83
1985,5,11,28.91,0.69,15.93,99.78,5.22
1985,5,12,29.15,2.32,16.78,99.7,4.92
1985,5,13,28.34,2.25,17.21,99.54,4.7
1985,5,14,28.15,0.03,17.27,99.45,5.12
1985,5,15,28.81,0.11,16.91,99.55,4.67
1985,5,16,29.15,1.25,16.17,99.95,4.66
1985,5,17,29.76,0.18,15.14,100.19,4.24
1985,5,18,30.19,0.0,14.83,100.07,3.86
1985,5,19,30.77,0.49,14.65,99.79,4.41
1985,5,20,30.31,0.08,14.47,99.79,3.02
1985,5,21,30.45,0.07,12.45,99.84,3.37
1985,5,22,29.88,0.58,14.1,99.79,3.38
1985,5,23,29.31,11.07,16.11,99.59,2.23
1985,5,24,28.97,4.33,17.03,99.53,3.5
1985,5,25,27.76,5.01,17.76,99.46,4.35
1985,5,26,30.31,0.05,18.13,99.15,3.66
1985,5,27,32.95,0.23,17.52,98.78,3.02
1985,5,28,32.34,1.06,17.03,98.88,3.08
1985,5,29,30.09,2.86,18.07,99.23,2.88
1985,5,30,30.83,2.19,18.37,99.25,2.62
1985,5,31,29.62,2.87,19.17,99.31,1.84
1985,6,1,28.94,0.0,15.08,99.42,3.55
1985,6,2,29.65,0.03,17.21,99.32,3.2
1985,6,3,32.58,0.62,17.27,99.11,2.69
1985,6,4,28.91,5.24,20.02,99.32,2.36
1985,6,5,29.85,0.14,18.86,99.46,2.58
1985,6,6,31.48,0.66,17.7,99.33,2.0
1985,6,7,30.4,0.05,17.58,99.21,2.41
1985,6,8,32.66,0.32,17.09,98.95,2.8
1985,6,9,33.51,0.03,16.85,98.86,3.05
1985,6,10,32.51,0.38,16.97,98.86,2.98
1985,6,11,31.37,1.1,17.03,98.94,2.78
1985,6,12,28.97,8.67,19.9,99.17,2.14
1985,6,13,29.43,0.95,18.49,99.44,3.12
1985,6,14,30.16,0.35,15.93,99.37,2.8
1985,6,15,29.6,4.92,17.33,99.15,2.8
1985,6,16,28.05,0.33,17.46,99.11,2.35
1985,6,17,30.24,0.16,16.11,99.06,2.47
1985,6,18,30.56,1.21,16.97,99.0,2.74
1985,6,19,30.39,0.82,17.4,99.01,2.27
1985,6,20,30.27,2.47,17.94,98.98,1.99
1985,6,21,29.48,3.12,17.94,98.99,4.11
1985,6,22,30.91,0.0,17.82,98.97,5.52
1985,6,23,33.21,0.45,17.15,98.77,1.91
1985,6,24,32.97,1.53,17.27,98.65,3.48
1985,6,25,33.01,3.86,17.09,98.77,3.78
1985,6,26,32.4,9.62,18.37,98.83,2.96
1985,6,27,31.72,0.51,16.42,98.68,4.77
1985,6,28,32.03,0.38,15.75,98.63,4.95
1985,6,29,32.97,0.13,15.87,98.63,4.25
1985,6,30,32.87,0.27,15.32,98.89,4.41
1985,7,1,33.83,0.45,16.54,98.89,2.38
1985,7,2,31.12,1.42,17.15,98.98,2.41
1985,7,3,31.84,0.99,16.54,99.16,1.64
1985,7,4,31.8,0.54,16.66,99.26,2.22
1985,7,5,31.55,0.91,16.85,99.2,2.12
1985,7,6,30.22,2.83,17.76,99.28,2.23
1985,7,7,31.17,0.03,17.52,99.19,3.25
1985,7,8,32.35,0.17,16.91,99.08,3.59
1985,7,9,31.51,0.63,17.09,99.16,3.68
1985,7,10,29.47,3.77,17.58,99.51,4.5
1985,7,11,30.43,0.11,16.72,99.73,4.86
1985,7,12,30.97,0.0,16.24,99.61,4.77
1985,7,13,31.93,0.02,15.93,99.36,5.09
1985,7,14,30.05,0.27,16.72,99.49,2.71
1985,7,15,29.9,0.74,16.91,99.62,3.16
1985,7,16,30.36,0.15,16.78,99.67,2.59
1985,7,17,30.8,1.43,16.72,99.52,2.7
1985,7,18,30.94,0.04,16.6,99.36,3.8
1985,7,19,31.6,0.14,15.81,99.36,3.51
1985,7,20,30.98,0.26,16.36,99.46,2.89
1985,7,21,30.28,1.97,17.27,99.62,2.6
1985,7,22,29.59,0.11,17.52,99.74,3.52
1985,7,23,30.39,0.04,15.81,99.74,4.01
1985,7,24,30.33,0.0,15.99,99.63,3.75
1985,7,25,31.93,0.03,14.89,99.37,3.11
1985,7,26,32.89,1.01,14.95,99.08,3.0
1985,7,27,30.9,3.22,17.03,99.15,2.57
1985,7,28,29.49,0.62,17.52,99.28,2.13
1985,7,29,29.7,2.45,17.46,99.25,2.95
1985,7,30,30.62,0.23,16.3,99.22,2.81
1985,7,31,30.62,0.88,17.58,99.22,2.69
1985,8,1,30.21,0.13,17.64,99.41,2.32
1985,8,2,31.16,0.57,17.03,99.35,2.71
1985,8,3,30.1,0.68,17.76,99.36,2.73
1985,8,4,30.46,0.0,17.27,99.45,2.37
1985,8,5,30.52,0.01,17.33,99.33,1.98
1985,8,6,31.99,0.1,16.48,99.08,1.79
1985,8,7,31.36,0.48,17.33,98.93,1.82
1985,8,8,30.14,0.51,18.13,99.05,2.04
1985,8,9,32.12,0.89,16.66,99.11,2.56
1985,8,10,31.35,4.82,17.64,99.05,2.37
1985,8,11,32.53,0.32,16.48,98.84,2.5
1985,8,12,32.04,3.08,17.88,98.82,1.7
1985,8,13,30.64,16.72,19.9,98.89,1.12
1985,8,14,29.82,26.5,19.9,98.82,1.41
1985,8,15,28.48,32.55,20.39,98.79,1.32
1985,8,16,28.11,1.35,19.78,98.98,1.99
1985,8,17,28.37,0.49,19.9,99.28,1.46
1985,8,18,29.36,0.0,19.53,99.15,1.2
1985,8,19,30.69,0.34,19.04,99.02,1.65
1985,8,20,30.04,2.0,19.71,99.15,1.62
1985,8,21,28.98,0.63,19.41,99.16,1.26
1985,8,22,29.74,28.53,19.65,99.04,1.39
1985,8,23,28.5,10.93,19.96,99.04,3.27
1985,8,24,27.62,8.78,20.2,99.06,2.61
1985,8,25,27.99,8.8,20.51,98.91,2.52
1985,8,26,27.61,45.7,21.06,98.72,2.91
1985,8,27,26.56,38.01,19.71,98.49,3.7
1985,8,28,27.05,45.35,19.65,98.6,4.21
1985,8,29,26.62,34.3,19.71,99.14,2.09
1985,8,30,27.32,2.08,19.71,99.31,1.23
1985,8,31,27.73,0.09,19.41,99.2,2.36
1985,9,1,27.69,0.1,19.59,99.38,2.8
1985,9,2,27.44,0.0,18.8,99.6,2.16
1985,9,3,27.29,0.0,18.37,99.71,1.76
1985,9,4,28.0,0.01,17.82,99.54,1.76
1985,9,5,28.93,0.13,17.52,99.16,1.57
1985,9,6,28.97,2.06,19.04,98.89,1.9
1985,9,7,28.89,27.93,20.45,98.99,2.03
1985,9,8,26.9,9.23,20.51,99.32,2.96
1985,9,9,26.89,8.66,18.98,99.69,3.47
1985,9,10,26.12,41.76,18.98,99.79,3.84
1985,9,11,24.96,18.64,18.43,99.8,4.49
1985,9,12,25.1,17.4,18.92,99.86,3.94
1985,9,13,25.63,7.01,18.74,99.83,3.43
1985,9,14,26.36,0.05,18.19,99.92,3.13
1985,9,15,26.39,0.32,18.13,100.02,2.38
1985,9,16,26.04,1.57,17.09,100.1,2.4
1985,9,17,26.34,0.21,17.15,100.0,1.73
1985,9,18,27.06,0.0,17.94,99.89,1.86
1985,9,19,27.15,0.0,17.4,99.91,2.21
1985,9,20,26.2,0.13,17.33,99.95,1.93
1985,9,21,27.33,0.73,17.7,99.99,1.87
1985,9,22,27.64,0.45,17.76,99.94,2.22
1985,9,23,25.76,0.27,16.17,100.13,3.05
1985,9,24,24.58,0.0,13.61,100.41,3.19
1985,9,25,24.31,0.0,13.61,100.41,2.55
1985,9,26,25.04,0.0,14.71,100.34,2.04
1985,9,27,26.21,0.04,16.17,100.22,1.54
1985,9,28,25.83,0.0,14.4,100.24,3.41
1985,9,29,25.3,0.02,12.7,100.23,3.27
1985,9,30,24.78,1.66,14.34,100.31,3.62
1985,10,1,24.13,0.14,13.92,100.58,4.39
1985,10,2,24.32,0.04,12.82,100.62,2.57
1985,10,3,24.36,0.0,10.44,100.38,2.41
1985,10,4,24.58,0.0,10.62,100.14,2.5
1985,10,5,24.37,0.0,10.62,100.28,2.57
1985,10,6,24.12,0.0,10.5,100.36,1.95
1985,10,7,24.03,0.0,12.02,100.21,2.62
1985,10,8,24.62,0.36,14.4,100.19,2.01
1985,10,9,26.68,0.31,15.69,100.26,2.52
1985,10,10,26.83,0.02,15.32,100.21,2.5
1985,10,11,26.87,0.13,16.36,100.11,2.75
1985,10,12,27.1,0.01,16.72,100.27,3.08
1985,10,13,27.31,0.33,16.36,100.13,2.02
1985,10,14,27.3,0.01,16.42,99.96,2.88
1985,10,15,27.15,0.73,15.5,99.91,2.09
1985,10,16,25.15,4.62,17.7,99.92,5.49
1985,10,17,26.62,0.46,16.97,100.14,4.94
1985,10,18,26.4,0.04,15.87,100.05,3.54
1985,10,19,26.41,0.47,15.62,100.06,2.78
1985,10,20,23.52,0.2,12.57,100.52,4.45
1985,10,21,17.73,11.55,9.28,100.6,7.98
1985,10,22,18.15,4.17,10.5,100.82,5.27
1985,10,23,20.0,1.37,12.82,100.65,2.73
1985,10,24,23.65,0.0,14.65,100.44,2.23
1985,10,25,25.03,0.01,15.01,100.33,1.91
1985,10,26,25.8,0.42,15.75,100.22,2.92
1985,10,27,25.48,0.0,16.17,100.16,3.99
1985,10,28,25.52,0.15,16.11,100.06,4.16
1985,10,29,24.95,9.67,16.85,100.1,3.66
1985,10,30,24.53,3.87,16.05,100.42,2.22
1985,10,31,22.76,0.01,12.08,100.87,3.73
1985,11,1,21.44,0.0,10.01,100.94,2.96
1985,11,2,22.2,0.0,11.6,100.88,2.11
1985,11,3,21.94,0.3,13.12,100.86,2.9
1985,11,4,23.02,0.0,13.24,100.68,2.66
1985,11,5,23.09,0.0,13.43,100.51,2.9
1985,11,6,23.55,0.01,13.31,100.38,2.16
1985,11,7,24.77,0.01,14.77,100.28,2.84
1985,11,8,22.48,0.55,12.15,100.47,3.96
1985,11,9,20.26,0.04,9.03,100.58,2.88
1985,11,10,18.58,0.0,9.09,100.43,1.88
1985,11,11,21.27,0.48,12.51,100.42,2.05
1985,11,12,21.01,26.05,14.34,100.63,3.26
1985,11,13,20.83,18.03,14.28,100.7,3.59
1985,11,14,18.77,7.97,12.02,100.82,3.05
1985,11,15,19.92,31.64,13.61,100.66,2.8
1985,11,16,20.1,0.26,12.76,100.86,2.27
1985,11,17,20.27,0.0,11.96,100.75,2.24
1985,11,18,20.9,0.0,12.08,100.54,1.81
1985,11,19,21.15,0.04,12.45,100.41,2.71
1985,11,20,21.97,0.48,13.55,100.15,4.1
1985,11,21,24.4,0.58,15.75,99.87,3.65
1985,11,22,25.44,0.19,16.05,99.74,2.5
1985,11,23,25.32,0.27,15.44,99.88,2.12
1985,11,24,17.45,0.0,7.26,100.96,5.55
1985,11,25,15.69,0.0,6.96,100.94,2.65
1985,11,26,19.01,0.54,10.56,100.59,1.72
1985,11,27,22.63,1.04,14.47,100.38,1.77
1985,11,28,20.52,31.9,14.04,100.54,3.82
1985,11,29,14.81,1.15,8.48,101.18,3.95
1985,11,30,14.85,0.02,7.57,101.33,3.73
1985,12,1,16.06,0.01,8.73,101.12,2.04
1985,12,2,16.92,0.0,8.73,101.01,2.44
1985,12,3,18.88,0.0,10.86,100.7,1.8
1985,12,4,20.98,0.01,12.94,100.63,2.23
1985,12,5,21.62,0.0,13.37,100.43,1.9
1985,12,6,22.26,0.0,13.73,100.32,2.41
1985,12,7,22.48,0.01,13.73,100.37,2.27
1985,12,8,21.99,0.07,13.18,100.35,3.96
1985,12,9,23.03,0.06,13.67,100.04,4.12
1985,12,10,22.65,0.03,12.02,100.12,3.28
1985,12,11,11.87,0.01,5.37,101.19,4.61
1985,12,12,11.83,0.0,4.94,101.25,3.14
1985,12,13,12.57,0.01,5.55,100.91,2.13
1985,12,14,14.01,0.0,5.86,101.32,3.64
1985,12,15,11.82,0.0,4.52,101.52,3.35
1985,12,16,11.71,0.0,4.39,101.33,2.73
1985,12,17,13.53,0.0,5.98,100.9,2.3
1985,12,18,16.57,0.01,9.03,100.8,2.09
1985,12,19,15.97,0.02,7.51,100.99,2.38
1985,12,20,15.17,0.03,6.96,101.18,2.53
1985,12,21,14.42,0.0,6.96,101.41,2.52
1985,12,22,13.2,0.0,5.55,101.55,3.2
1985,12,23,12.23,0.0,4.64,101.53,2.85
1985,12,24,12.57,0.0,5.43,101.36,2.52
1985,12,25,14.3,0.0,6.96,101.07,2.09
1985,12,26,15.77,0.0,8.61,100.91,1.66
1985,12,27,17.58,0.0,9.58,100.77,2.12
1985,12,28,18.48,0.0,10.13,100.57,3.05
1985,12,29,19.7,0.0,11.11,100.39,3.38
1985,12,30,20.83,0.01,12.21,100.33,3.01
1985,12,31,14.89,0.13,7.51,100.87,5.2
1986,1,1,12.15,0.0,4.21,101.36,3.8
1986,1,2,12.58,0.0,5.55,100.94,2.39
1986,1,3,14.09,0.0,6.84,101.11,2.99
1986,1,4,12.97,0.0,5.0,101.37,3.9
1986,1,5,11.04,0.0,3.97,101.35,3.28
1986,1,6,11.03,0.0,4.03,101.33,2.84
1986,1,7,12.23,0.0,4.58,101.31,2.35
1986,1,8,13.14,0.0,5.43,101.31,2.51
1986,1,9,13.76,0.0,6.65,101.51,2.25
1986,1,10,14.09,0.0,6.47,101.31,2.47
1986,1,11,14.56,0.0,7.14,101.02,2.25
1986,1,12,15.82,0.0,8.67,101.04,1.7
1986,1,13,17.08,0.0,9.4,100.97,2.41
1986,1,14,18.59,0.05,10.07,100.67,2.1
1986,1,15,18.55,0.0,9.52,100.81,2.68
1986,1,16,18.62,0.01,10.07,100.48,3.62
1986,1,17,22.05,0.0,12.02,100.14,4.4
1986,1,18,22.28,0.0,12.51,100.32,2.51
1986,1,19,21.14,0.0,11.84,100.48,3.54
1986,1,20,20.73,0.0,12.15,100.65,3.2
1986,1,21,20.74,0.0,11.17,100.65,3.97
1986,1,22,17.95,0.72,10.01,100.86,4.02
1986,1,23,14.48,3.86,7.57,100.93,3.1
1986,1,24,17.84,6.45,10.62,100.68,2.5
1986,1,25,14.64,0.47,8.0,101.23,4.3
1986,1,26,13.83,0.01,6.29,101.43,2.78
1986,1,27,13.85,0.0,5.92,101.21,2.51
1986,1,28,16.12,0.0,8.48,100.9,2.72
1986,1,29,18.11,0.0,9.83,100.53,3.44
1986,1,30,20.04,0.0,10.8,100.12,2.79
1986,1,31,21.03,0.1,11.96,100.08,3.34
1986,2,1,17.94,0.69,9.95,100.44,3.78
1986,2,2,16.26,0.76,9.03,100.52,2.41
1986,2,3,16.23,0.61,8.91,100.62,3.47
1986,2,4,14.61,0.65,7.39,100.62,3.06
1986,2,5,18.03,0.24,9.34,100.51,3.16
1986,2,6,13.83,0.03,5.8,101.03,3.69
1986,2,7,13.46,0.01,5.55,101.26,3.52
1986,2,8,13.57,0.0,5.55,101.2,2.9
1986,2,9,15.97,0.16,8.24,101.16,2.82
1986,2,10,15.79,0.0,6.16,101.41,2.61
1986,2,11,16.71,0.0,7.51,100.87,3.45
1986,2,12,18.97,0.0,9.7,100.47,4.84
1986,2,13,21.23,0.04,11.17,100.16,3.59
1986,2,14,23.4,0.09,12.08,99.96,2.3
1986,2,15,23.83,0.06,12.7,99.96,2.84
1986,2,16,24.91,1.68,14.04,99.8,4.67
1986,2,17,26.12,0.12,13.18,99.8,2.57
1986,2,18,19.13,0.84,9.09,100.29,3.76
1986,2,19,18.93,0.02,8.36,100.36,2.54
1986,2,20,19.18,0.0,7.57,100.88,3.79
1986,2,21,16.87,0.0,6.16,101.01,3.08
1986,2,22,17.58,2.32,8.97,100.58,3.75
1986,2,23,18.93,2.1,10.62,100.44,3.84
1986,2,24,17.12,1.85,9.28,100.64,3.47
1986,2,25,19.01,1.47,10.56,100.57,4.0
1986,2,26,19.1,1.53,10.68,100.68,3.98
1986,2,27,14.37,1.72,7.51,101.02,5.04
1986,2,28,10.58,2.6,5.37,101.43,4.8
1986,3,1,8.48,0.02,3.97,101.97,5.27
1986,3,2,10.86,0.0,3.17,102.1,3.77
1986,3,3,12.58,0.0,3.48,101.64,3.07
1986,3,4,14.43,0.0,4.39,101.28,2.35
1986,3,5,15.54,0.0,5.62,101.15,2.37
1986,3,6,17.26,0.0,6.65,101.04,2.65
1986,3,7,18.88,0.0,8.73,100.8,3.3
1986,3,8,20.8,0.03,10.74,100.63,4.6
1986,3,9,21.57,0.21,11.11,100.59,4.34
1986,3,10,23.19,0.01,11.41,100.27,4.14
1986,3,11,23.82,0.0,12.08,100.09,3.79
1986,3,12,25.23,0.03,12.57,99.82,4.23
1986,3,13,27.71,0.09,11.9,99.57,2.97
1986,3,14,28.87,0.0,11.11,99.36,2.59
1986,3,15,29.78,0.0,9.03,99.14,3.28
1986,3,16,28.88,0.0,10.01,99.26,2.55
1986,3,17,29.65,0.0,10.19,99.25,2.48
1986,3,18,29.74,0.0,9.34,99.19,3.6
1986,3,19,24.6,0.0,9.46,99.48,3.55
1986,3,20,27.59,0.0,9.64,99.25,1.99
1986,3,21,28.19,0.01,11.47,99.48,3.1
1986,3,22,23.18,0.58,8.42,100.19,4.67
1986,3,23,22.57,0.84,10.56,100.13,4.12
1986,3,24,21.61,0.45,11.05,100.21,4.38
1986,3,25,22.84,0.62,11.47,100.15,3.29
1986,3,26,23.97,1.84,13.55,100.09,4.43
1986,3,27,25.73,4.12,15.26,99.92,4.05
1986,3,28,26.57,1.15,14.71,99.85,3.09
1986,3,29,28.74,0.21,14.4,99.44,4.55
1986,3,30,29.6,0.0,12.08,99.44,2.88
1986,3,31,24.12,0.09,9.46,100.13,4.39
1986,4,1,25.2,0.85,12.51,99.97,4.02
1986,4,2,28.08,1.25,14.65,99.8,4.65
1986,4,3,27.77,0.54,15.5,99.91,4.37
1986,4,4,27.37,0.28,14.65,100.13,5.03
1986,4,5,24.77,0.37,14.65,100.32,4.09
1986,4,6,24.69,2.44,13.06,100.48,4.63
1986,4,7,24.69,0.32,12.7,100.4,4.28
1986,4,8,25.86,0.36,12.82,100.12,4.98
1986,4,9,27.16,0.11,13.12,99.95,5.02
1986,4,10,28.58,0.21,14.1,99.89,5.08
1986,4,11,27.38,6.98,15.99,100.15,3.39
1986,4,12,26.58,4.51,15.14,100.06,5.03
1986,4,13,27.77,0.3,15.87,100.0,5.8
1986,4,14,28.33,9.5,16.54,100.03,3.83
1986,4,15,25.7,1.02,14.89,100.33,3.55
1986,4,16,26.49,0.06,13.18,100.06,4.84
1986,4,17,28.65,0.12,15.75,99.6,4.78
1986,4,18,30.49,0.0,15.44,99.5,3.66
1986,4,19,30.92,0.17,15.32,99.55,2.52
1986,4,20,29.95,4.77,16.17,99.51,2.78
1986,4,21,26.16,19.9,17.58,99.76,2.86
1986,4,22,24.17,0.02,14.28,100.09,3.09
1986,4,23,25.2,0.01,15.01,99.88,3.42
1986,4,24,28.84,0.13,15.62,99.57,3.55
1986,4,25,29.58,0.02,15.5,99.6,4.09
1986,4,26,29.54,0.01,15.87,99.6,4.06
1986,4,27,29.24,0.01,16.54,99.7,3.75
1986,4,28,28.23,0.22,16.54,99.71,4.77
1986,4,29,27.4,3.19,17.09,99.89,4.15
1986,4,30,25.49,27.77,16.66,100.09,3.07
1986,5,1,26.07,21.27,16.85,99.91,3.64
1986,5,2,22.47,0.01,13.55,100.03,3.96
1986,5,3,24.31,0.0,12.33,100.09,2.34
1986,5,4,26.0,0.44,14.34,99.91,3.92
1986,5,5,25.95,11.5,17.33,99.86,3.58
1986,5,6,24.43,0.14,15.81,99.96,2.8
1986,5,7,25.33,0.24,13.67,100.03,1.29
1986,5,8,27.18,0.4,14.83,99.87,1.76
1986,5,9,26.28,12.7,17.15,99.77,2.12
1986,5,10,25.46,70.25,18.74,99.48,4.87
1986,5,11,27.1,1.27,18.37,99.0,5.4
1986,5,12,29.55,0.43,18.55,99.18,2.11
1986,5,13,31.51,2.58,19.29,99.14,2.59
1986,5,14,28.06,0.15,17.58,99.49,2.65
1986,5,15,28.13,0.39,17.46,99.43,1.96
1986,5,16,27.77,1.17,17.64,99.46,3.24
1986,5,17,27.73,0.05,17.4,99.38,3.18
1986,5,18,28.71,0.0,17.33,99.29,3.19
1986,5,19,29.82,0.09,17.15,99.18,2.15
